tales	similarity (overlap of top 10 nouns)
('32. Der gescheidte Hans .', '71. Sechse kommen durch die ganze Welt .')	0
('32. Der gescheidte Hans .', '72. Der Wolf und der Mensch .')	0
('32. Der gescheidte Hans .', '74. Der Fuchs und die Frau Gevatterin .')	0
('32. Der gescheidte Hans .', '75. Der Fuchs und die Katze .')	0
('32. Der gescheidte Hans .', '76. Die Nelke .')	0
('32. Der gescheidte Hans .', '78. Der alte Großvater und der Enkel .')	0
('32. Der gescheidte Hans .', '79. Die Wassernixe .')	0
('32. Der gescheidte Hans .', '80. Von dem Tode des Hühnchens .')	0
('32. Der gescheidte Hans .', '81. Bruder Lustig .')	0
('32. Der gescheidte Hans .', '82. De Spielhansl .')	0
('32. Der gescheidte Hans .', '85. Die Goldkinder .')	0
('32. Der gescheidte Hans .', '86. Der Fuchs und die Gänse .')	0
('33. Die drei Sprachen .', '34. Die kluge Else .')	0
('33. Die drei Sprachen .', '35. Der Schneider im Himmel .')	0
('33. Die drei Sprachen .', '37. Daumesdick .')	0
('33. Die drei Sprachen .', '38. Die Hochzeit der Frau Füchsin .')	0
('33. Die drei Sprachen .', '39. Die Wichtelmänner .')	0
('33. Die drei Sprachen .', '40. Der Räuberbräutigam .')	0
('33. Die drei Sprachen .', '41. Herr Korbes .')	0
('33. Die drei Sprachen .', '42. Der Herr Gevatter .')	0
('33. Die drei Sprachen .', '43. Frau Trude .')	0
('33. Die drei Sprachen .', '44. Der Gevatter Tod .')	0
('33. Die drei Sprachen .', '45. Daumerlings Wanderschaft .')	0
('33. Die drei Sprachen .', '46. Fitchers Vogel .')	0
('33. Die drei Sprachen .', '47. Von dem Machandelboom .')	0
('33. Die drei Sprachen .', '49. Die sechs Schwäne .')	0
('33. Die drei Sprachen .', '51. Fundevogel .')	0
('33. Die drei Sprachen .', '52. König Drosselbart .')	0
('33. Die drei Sprachen .', '53. Sneewittchen .')	0
('33. Die drei Sprachen .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('33. Die drei Sprachen .', '55. Rumpelstilzchen .')	0
('33. Die drei Sprachen .', '57. Der goldene Vogel .')	0
('33. Die drei Sprachen .', '59. Der Frieder und das Catherlieschen .')	0
('33. Die drei Sprachen .', '60. Die zwei Brüder .')	0
('33. Die drei Sprachen .', '61. Das Bürle .')	0
('33. Die drei Sprachen .', '62. Die Bienenkönigin .')	0
('33. Die drei Sprachen .', '63. Die drei Federn .')	0
('33. Die drei Sprachen .', '64. Die goldene Gans .')	0
('33. Die drei Sprachen .', '65. Allerleirauh .')	0
('33. Die drei Sprachen .', '66. Häsichenbraut .')	0
('33. Die drei Sprachen .', '67. Die zwölf Jäger .')	0
('33. Die drei Sprachen .', '69. Jorinde und Joringel .')	0
('33. Die drei Sprachen .', '71. Sechse kommen durch die ganze Welt .')	0
('33. Die drei Sprachen .', '73. Der Wolf und der Fuchs .')	0
('33. Die drei Sprachen .', '74. Der Fuchs und die Frau Gevatterin .')	0
('33. Die drei Sprachen .', '77. Das kluge Grethel .')	0
('33. Die drei Sprachen .', '78. Der alte Großvater und der Enkel .')	0
('33. Die drei Sprachen .', '79. Die Wassernixe .')	0
('33. Die drei Sprachen .', '80. Von dem Tode des Hühnchens .')	0
('33. Die drei Sprachen .', '81. Bruder Lustig .')	0
('33. Die drei Sprachen .', '82. De Spielhansl .')	0
('33. Die drei Sprachen .', '83. Hans im Glück .')	0
('33. Die drei Sprachen .', '84. Hans heirathet .')	0
('33. Die drei Sprachen .', '85. Die Goldkinder .')	0
('33. Die drei Sprachen .', '86. Der Fuchs und die Gänse .')	0
('33. Die drei Sprachen .', 'full corpus')	0
('34. Die kluge Else .', '35. Der Schneider im Himmel .')	0
('34. Die kluge Else .', '36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .')	0
('34. Die kluge Else .', '40. Der Räuberbräutigam .')	0
('34. Die kluge Else .', '41. Herr Korbes .')	0
('34. Die kluge Else .', '51. Fundevogel .')	0
('34. Die kluge Else .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('34. Die kluge Else .', '55. Rumpelstilzchen .')	0
('34. Die kluge Else .', '57. Der goldene Vogel .')	0
('34. Die kluge Else .', '60. Die zwei Brüder .')	0
('34. Die kluge Else .', '62. Die Bienenkönigin .')	0
('34. Die kluge Else .', '65. Allerleirauh .')	0
('34. Die kluge Else .', '67. Die zwölf Jäger .')	0
('34. Die kluge Else .', '69. Jorinde und Joringel .')	0
('34. Die kluge Else .', '70. Die drei Glückskinder .')	0
('34. Die kluge Else .', '72. Der Wolf und der Mensch .')	0
('34. Die kluge Else .', '75. Der Fuchs und die Katze .')	0
('34. Die kluge Else .', '77. Das kluge Grethel .')	0
('34. Die kluge Else .', '79. Die Wassernixe .')	0
('34. Die kluge Else .', '80. Von dem Tode des Hühnchens .')	0
('34. Die kluge Else .', '81. Bruder Lustig .')	0
('34. Die kluge Else .', '82. De Spielhansl .')	0
('34. Die kluge Else .', '86. Der Fuchs und die Gänse .')	0
('35. Der Schneider im Himmel .', '36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .')	0
('35. Der Schneider im Himmel .', '37. Daumesdick .')	0
('35. Der Schneider im Himmel .', '39. Die Wichtelmänner .')	0
('35. Der Schneider im Himmel .', '40. Der Räuberbräutigam .')	0
('35. Der Schneider im Himmel .', '41. Herr Korbes .')	0
('35. Der Schneider im Himmel .', '43. Frau Trude .')	0
('35. Der Schneider im Himmel .', '46. Fitchers Vogel .')	0
('35. Der Schneider im Himmel .', '47. Von dem Machandelboom .')	0
('35. Der Schneider im Himmel .', '49. Die sechs Schwäne .')	0
('35. Der Schneider im Himmel .', '50. Dornröschen .')	0
('35. Der Schneider im Himmel .', '51. Fundevogel .')	0
('35. Der Schneider im Himmel .', '52. König Drosselbart .')	0
('35. Der Schneider im Himmel .', '53. Sneewittchen .')	0
('35. Der Schneider im Himmel .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('35. Der Schneider im Himmel .', '55. Rumpelstilzchen .')	0
('35. Der Schneider im Himmel .', '56. Der Liebste Roland .')	0
('35. Der Schneider im Himmel .', '57. Der goldene Vogel .')	0
('35. Der Schneider im Himmel .', '58. Der Hund und der Sperling .')	0
('35. Der Schneider im Himmel .', '61. Das Bürle .')	0
('35. Der Schneider im Himmel .', '62. Die Bienenkönigin .')	0
('35. Der Schneider im Himmel .', '63. Die drei Federn .')	0
('35. Der Schneider im Himmel .', '64. Die goldene Gans .')	0
('35. Der Schneider im Himmel .', '65. Allerleirauh .')	0
('35. Der Schneider im Himmel .', '66. Häsichenbraut .')	0
('35. Der Schneider im Himmel .', '67. Die zwölf Jäger .')	0
('35. Der Schneider im Himmel .', '68. De Gaudeif un sien Meester .')	0
('35. Der Schneider im Himmel .', '69. Jorinde und Joringel .')	0
('35. Der Schneider im Himmel .', '70. Die drei Glückskinder .')	0
('35. Der Schneider im Himmel .', '72. Der Wolf und der Mensch .')	0
('35. Der Schneider im Himmel .', '73. Der Wolf und der Fuchs .')	0
('35. Der Schneider im Himmel .', '74. Der Fuchs und die Frau Gevatterin .')	0
('35. Der Schneider im Himmel .', '77. Das kluge Grethel .')	0
('35. Der Schneider im Himmel .', '79. Die Wassernixe .')	0
('35. Der Schneider im Himmel .', '80. Von dem Tode des Hühnchens .')	0
('35. Der Schneider im Himmel .', '81. Bruder Lustig .')	0
('35. Der Schneider im Himmel .', '82. De Spielhansl .')	0
('35. Der Schneider im Himmel .', '83. Hans im Glück .')	0
('35. Der Schneider im Himmel .', '84. Hans heirathet .')	0
('35. Der Schneider im Himmel .', '85. Die Goldkinder .')	0
('35. Der Schneider im Himmel .', '86. Der Fuchs und die Gänse .')	0
('35. Der Schneider im Himmel .', 'full corpus')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '38. Die Hochzeit der Frau Füchsin .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '39. Die Wichtelmänner .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '40. Der Räuberbräutigam .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '41. Herr Korbes .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '42. Der Herr Gevatter .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '43. Frau Trude .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '44. Der Gevatter Tod .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '46. Fitchers Vogel .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '47. Von dem Machandelboom .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '48. Der alte Sultan .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '49. Die sechs Schwäne .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '50. Dornröschen .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '51. Fundevogel .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '52. König Drosselbart .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '53. Sneewittchen .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '55. Rumpelstilzchen .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '56. Der Liebste Roland .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '57. Der goldene Vogel .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '58. Der Hund und der Sperling .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '59. Der Frieder und das Catherlieschen .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '61. Das Bürle .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '62. Die Bienenkönigin .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '63. Die drei Federn .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '64. Die goldene Gans .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '66. Häsichenbraut .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '68. De Gaudeif un sien Meester .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '69. Jorinde und Joringel .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '70. Die drei Glückskinder .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '72. Der Wolf und der Mensch .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '73. Der Wolf und der Fuchs .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '74. Der Fuchs und die Frau Gevatterin .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '77. Das kluge Grethel .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '79. Die Wassernixe .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '80. Von dem Tode des Hühnchens .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '81. Bruder Lustig .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '82. De Spielhansl .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '83. Hans im Glück .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '84. Hans heirathet .')	0
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '86. Der Fuchs und die Gänse .')	0
('37. Daumesdick .', '40. Der Räuberbräutigam .')	0
('37. Daumesdick .', '51. Fundevogel .')	0
('37. Daumesdick .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('37. Daumesdick .', '55. Rumpelstilzchen .')	0
('37. Daumesdick .', '60. Die zwei Brüder .')	0
('37. Daumesdick .', '62. Die Bienenkönigin .')	0
('37. Daumesdick .', '69. Jorinde und Joringel .')	0
('37. Daumesdick .', '70. Die drei Glückskinder .')	0
('37. Daumesdick .', '72. Der Wolf und der Mensch .')	0
('37. Daumesdick .', '75. Der Fuchs und die Katze .')	0
('37. Daumesdick .', '77. Das kluge Grethel .')	0
('37. Daumesdick .', '79. Die Wassernixe .')	0
('37. Daumesdick .', '81. Bruder Lustig .')	0
('37. Daumesdick .', '82. De Spielhansl .')	0
('37. Daumesdick .', '86. Der Fuchs und die Gänse .')	0
('38. Die Hochzeit der Frau Füchsin .', '40. Der Räuberbräutigam .')	0
('38. Die Hochzeit der Frau Füchsin .', '43. Frau Trude .')	0
('38. Die Hochzeit der Frau Füchsin .', '44. Der Gevatter Tod .')	0
('38. Die Hochzeit der Frau Füchsin .', '46. Fitchers Vogel .')	0
('38. Die Hochzeit der Frau Füchsin .', '49. Die sechs Schwäne .')	0
('38. Die Hochzeit der Frau Füchsin .', '50. Dornröschen .')	0
('38. Die Hochzeit der Frau Füchsin .', '51. Fundevogel .')	0
('38. Die Hochzeit der Frau Füchsin .', '53. Sneewittchen .')	0
('38. Die Hochzeit der Frau Füchsin .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('38. Die Hochzeit der Frau Füchsin .', '55. Rumpelstilzchen .')	0
('38. Die Hochzeit der Frau Füchsin .', '56. Der Liebste Roland .')	0
('38. Die Hochzeit der Frau Füchsin .', '58. Der Hund und der Sperling .')	0
('38. Die Hochzeit der Frau Füchsin .', '59. Der Frieder und das Catherlieschen .')	0
('38. Die Hochzeit der Frau Füchsin .', '62. Die Bienenkönigin .')	0
('38. Die Hochzeit der Frau Füchsin .', '64. Die goldene Gans .')	0
('38. Die Hochzeit der Frau Füchsin .', '65. Allerleirauh .')	0
('38. Die Hochzeit der Frau Füchsin .', '67. Die zwölf Jäger .')	0
('38. Die Hochzeit der Frau Füchsin .', '68. De Gaudeif un sien Meester .')	0
('38. Die Hochzeit der Frau Füchsin .', '69. Jorinde und Joringel .')	0
('38. Die Hochzeit der Frau Füchsin .', '70. Die drei Glückskinder .')	0
('38. Die Hochzeit der Frau Füchsin .', '72. Der Wolf und der Mensch .')	0
('38. Die Hochzeit der Frau Füchsin .', '77. Das kluge Grethel .')	0
('38. Die Hochzeit der Frau Füchsin .', '79. Die Wassernixe .')	0
('38. Die Hochzeit der Frau Füchsin .', '80. Von dem Tode des Hühnchens .')	0
('38. Die Hochzeit der Frau Füchsin .', '81. Bruder Lustig .')	0
('38. Die Hochzeit der Frau Füchsin .', '82. De Spielhansl .')	0
('38. Die Hochzeit der Frau Füchsin .', '83. Hans im Glück .')	0
('39. Die Wichtelmänner .', '40. Der Räuberbräutigam .')	0
('39. Die Wichtelmänner .', '41. Herr Korbes .')	0
('39. Die Wichtelmänner .', '49. Die sechs Schwäne .')	0
('39. Die Wichtelmänner .', '50. Dornröschen .')	0
('39. Die Wichtelmänner .', '51. Fundevogel .')	0
('39. Die Wichtelmänner .', '53. Sneewittchen .')	0
('39. Die Wichtelmänner .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('39. Die Wichtelmänner .', '55. Rumpelstilzchen .')	0
('39. Die Wichtelmänner .', '56. Der Liebste Roland .')	0
('39. Die Wichtelmänner .', '57. Der goldene Vogel .')	0
('39. Die Wichtelmänner .', '60. Die zwei Brüder .')	0
('39. Die Wichtelmänner .', '62. Die Bienenkönigin .')	0
('39. Die Wichtelmänner .', '65. Allerleirauh .')	0
('39. Die Wichtelmänner .', '67. Die zwölf Jäger .')	0
('39. Die Wichtelmänner .', '69. Jorinde und Joringel .')	0
('39. Die Wichtelmänner .', '70. Die drei Glückskinder .')	0
('39. Die Wichtelmänner .', '72. Der Wolf und der Mensch .')	0
('39. Die Wichtelmänner .', '73. Der Wolf und der Fuchs .')	0
('39. Die Wichtelmänner .', '75. Der Fuchs und die Katze .')	0
('39. Die Wichtelmänner .', '76. Die Nelke .')	0
('39. Die Wichtelmänner .', '77. Das kluge Grethel .')	0
('39. Die Wichtelmänner .', '79. Die Wassernixe .')	0
('39. Die Wichtelmänner .', '80. Von dem Tode des Hühnchens .')	0
('39. Die Wichtelmänner .', '81. Bruder Lustig .')	0
('39. Die Wichtelmänner .', '82. De Spielhansl .')	0
('39. Die Wichtelmänner .', '83. Hans im Glück .')	0
('39. Die Wichtelmänner .', '86. Der Fuchs und die Gänse .')	0
('40. Der Räuberbräutigam .', '42. Der Herr Gevatter .')	0
('40. Der Räuberbräutigam .', '44. Der Gevatter Tod .')	0
('40. Der Räuberbräutigam .', '45. Daumerlings Wanderschaft .')	0
('40. Der Räuberbräutigam .', '46. Fitchers Vogel .')	0
('40. Der Räuberbräutigam .', '47. Von dem Machandelboom .')	0
('40. Der Räuberbräutigam .', '50. Dornröschen .')	0
('40. Der Räuberbräutigam .', '52. König Drosselbart .')	0
('40. Der Räuberbräutigam .', '53. Sneewittchen .')	0
('40. Der Räuberbräutigam .', '58. Der Hund und der Sperling .')	0
('40. Der Räuberbräutigam .', '60. Die zwei Brüder .')	0
('40. Der Räuberbräutigam .', '62. Die Bienenkönigin .')	0
('40. Der Räuberbräutigam .', '63. Die drei Federn .')	0
('40. Der Räuberbräutigam .', '65. Allerleirauh .')	0
('40. Der Räuberbräutigam .', '66. Häsichenbraut .')	0
('40. Der Räuberbräutigam .', '68. De Gaudeif un sien Meester .')	0
('40. Der Räuberbräutigam .', '70. Die drei Glückskinder .')	0
('40. Der Räuberbräutigam .', '71. Sechse kommen durch die ganze Welt .')	0
('40. Der Räuberbräutigam .', '72. Der Wolf und der Mensch .')	0
('40. Der Räuberbräutigam .', '74. Der Fuchs und die Frau Gevatterin .')	0
('40. Der Räuberbräutigam .', '76. Die Nelke .')	0
('40. Der Räuberbräutigam .', '77. Das kluge Grethel .')	0
('40. Der Räuberbräutigam .', '78. Der alte Großvater und der Enkel .')	0
('40. Der Räuberbräutigam .', '80. Von dem Tode des Hühnchens .')	0
('40. Der Räuberbräutigam .', '82. De Spielhansl .')	0
('40. Der Räuberbräutigam .', '83. Hans im Glück .')	0
('40. Der Räuberbräutigam .', '84. Hans heirathet .')	0
('40. Der Räuberbräutigam .', '86. Der Fuchs und die Gänse .')	0
('41. Herr Korbes .', '42. Der Herr Gevatter .')	0
('41. Herr Korbes .', '44. Der Gevatter Tod .')	0
('41. Herr Korbes .', '45. Daumerlings Wanderschaft .')	0
('41. Herr Korbes .', '47. Von dem Machandelboom .')	0
('41. Herr Korbes .', '49. Die sechs Schwäne .')	0
('41. Herr Korbes .', '50. Dornröschen .')	0
('41. Herr Korbes .', '52. König Drosselbart .')	0
('41. Herr Korbes .', '53. Sneewittchen .')	0
('41. Herr Korbes .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('41. Herr Korbes .', '55. Rumpelstilzchen .')	0
('41. Herr Korbes .', '56. Der Liebste Roland .')	0
('41. Herr Korbes .', '57. Der goldene Vogel .')	0
('41. Herr Korbes .', '60. Die zwei Brüder .')	0
('41. Herr Korbes .', '61. Das Bürle .')	0
('41. Herr Korbes .', '62. Die Bienenkönigin .')	0
('41. Herr Korbes .', '63. Die drei Federn .')	0
('41. Herr Korbes .', '64. Die goldene Gans .')	0
('41. Herr Korbes .', '65. Allerleirauh .')	0
('41. Herr Korbes .', '66. Häsichenbraut .')	0
('41. Herr Korbes .', '67. Die zwölf Jäger .')	0
('41. Herr Korbes .', '68. De Gaudeif un sien Meester .')	0
('41. Herr Korbes .', '69. Jorinde und Joringel .')	0
('41. Herr Korbes .', '70. Die drei Glückskinder .')	0
('41. Herr Korbes .', '71. Sechse kommen durch die ganze Welt .')	0
('41. Herr Korbes .', '72. Der Wolf und der Mensch .')	0
('41. Herr Korbes .', '73. Der Wolf und der Fuchs .')	0
('41. Herr Korbes .', '74. Der Fuchs und die Frau Gevatterin .')	0
('41. Herr Korbes .', '76. Die Nelke .')	0
('41. Herr Korbes .', '78. Der alte Großvater und der Enkel .')	0
('41. Herr Korbes .', '79. Die Wassernixe .')	0
('41. Herr Korbes .', '81. Bruder Lustig .')	0
('41. Herr Korbes .', '82. De Spielhansl .')	0
('41. Herr Korbes .', '83. Hans im Glück .')	0
('41. Herr Korbes .', '84. Hans heirathet .')	0
('41. Herr Korbes .', '86. Der Fuchs und die Gänse .')	0
('42. Der Herr Gevatter .', '47. Von dem Machandelboom .')	0
('42. Der Herr Gevatter .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('42. Der Herr Gevatter .', '55. Rumpelstilzchen .')	0
('42. Der Herr Gevatter .', '57. Der goldene Vogel .')	0
('42. Der Herr Gevatter .', '62. Die Bienenkönigin .')	0
('42. Der Herr Gevatter .', '63. Die drei Federn .')	0
('42. Der Herr Gevatter .', '65. Allerleirauh .')	0
('42. Der Herr Gevatter .', '66. Häsichenbraut .')	0
('42. Der Herr Gevatter .', '67. Die zwölf Jäger .')	0
('42. Der Herr Gevatter .', '69. Jorinde und Joringel .')	0
('42. Der Herr Gevatter .', '70. Die drei Glückskinder .')	0
('42. Der Herr Gevatter .', '72. Der Wolf und der Mensch .')	0
('42. Der Herr Gevatter .', '73. Der Wolf und der Fuchs .')	0
('42. Der Herr Gevatter .', '74. Der Fuchs und die Frau Gevatterin .')	0
('42. Der Herr Gevatter .', '77. Das kluge Grethel .')	0
('42. Der Herr Gevatter .', '79. Die Wassernixe .')	0
('42. Der Herr Gevatter .', '82. De Spielhansl .')	0
('42. Der Herr Gevatter .', '84. Hans heirathet .')	0
('42. Der Herr Gevatter .', '85. Die Goldkinder .')	0
('42. Der Herr Gevatter .', '86. Der Fuchs und die Gänse .')	0
('43. Frau Trude .', '45. Daumerlings Wanderschaft .')	0
('43. Frau Trude .', '47. Von dem Machandelboom .')	0
('43. Frau Trude .', '57. Der goldene Vogel .')	0
('43. Frau Trude .', '60. Die zwei Brüder .')	0
('43. Frau Trude .', '61. Das Bürle .')	0
('43. Frau Trude .', '62. Die Bienenkönigin .')	0
('43. Frau Trude .', '63. Die drei Federn .')	0
('43. Frau Trude .', '65. Allerleirauh .')	0
('43. Frau Trude .', '66. Häsichenbraut .')	0
('43. Frau Trude .', '72. Der Wolf und der Mensch .')	0
('43. Frau Trude .', '74. Der Fuchs und die Frau Gevatterin .')	0
('43. Frau Trude .', '75. Der Fuchs und die Katze .')	0
('43. Frau Trude .', '77. Das kluge Grethel .')	0
('43. Frau Trude .', '80. Von dem Tode des Hühnchens .')	0
('43. Frau Trude .', '81. Bruder Lustig .')	0
('43. Frau Trude .', '82. De Spielhansl .')	0
('43. Frau Trude .', '83. Hans im Glück .')	0
('43. Frau Trude .', '84. Hans heirathet .')	0
('43. Frau Trude .', '86. Der Fuchs und die Gänse .')	0
('44. Der Gevatter Tod .', '45. Daumerlings Wanderschaft .')	0
('44. Der Gevatter Tod .', '47. Von dem Machandelboom .')	0
('44. Der Gevatter Tod .', '51. Fundevogel .')	0
('44. Der Gevatter Tod .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('44. Der Gevatter Tod .', '55. Rumpelstilzchen .')	0
('44. Der Gevatter Tod .', '57. Der goldene Vogel .')	0
('44. Der Gevatter Tod .', '60. Die zwei Brüder .')	0
('44. Der Gevatter Tod .', '61. Das Bürle .')	0
('44. Der Gevatter Tod .', '62. Die Bienenkönigin .')	0
('44. Der Gevatter Tod .', '63. Die drei Federn .')	0
('44. Der Gevatter Tod .', '65. Allerleirauh .')	0
('44. Der Gevatter Tod .', '66. Häsichenbraut .')	0
('44. Der Gevatter Tod .', '67. Die zwölf Jäger .')	0
('44. Der Gevatter Tod .', '69. Jorinde und Joringel .')	0
('44. Der Gevatter Tod .', '70. Die drei Glückskinder .')	0
('44. Der Gevatter Tod .', '72. Der Wolf und der Mensch .')	0
('44. Der Gevatter Tod .', '73. Der Wolf und der Fuchs .')	0
('44. Der Gevatter Tod .', '77. Das kluge Grethel .')	0
('44. Der Gevatter Tod .', '79. Die Wassernixe .')	0
('44. Der Gevatter Tod .', '80. Von dem Tode des Hühnchens .')	0
('44. Der Gevatter Tod .', '81. Bruder Lustig .')	0
('44. Der Gevatter Tod .', '82. De Spielhansl .')	0
('44. Der Gevatter Tod .', '83. Hans im Glück .')	0
('44. Der Gevatter Tod .', '84. Hans heirathet .')	0
('44. Der Gevatter Tod .', '85. Die Goldkinder .')	0
('44. Der Gevatter Tod .', '86. Der Fuchs und die Gänse .')	0
('45. Daumerlings Wanderschaft .', '46. Fitchers Vogel .')	0
('45. Daumerlings Wanderschaft .', '49. Die sechs Schwäne .')	0
('45. Daumerlings Wanderschaft .', '50. Dornröschen .')	0
('45. Daumerlings Wanderschaft .', '51. Fundevogel .')	0
('45. Daumerlings Wanderschaft .', '53. Sneewittchen .')	0
('45. Daumerlings Wanderschaft .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('45. Daumerlings Wanderschaft .', '55. Rumpelstilzchen .')	0
('45. Daumerlings Wanderschaft .', '56. Der Liebste Roland .')	0
('45. Daumerlings Wanderschaft .', '57. Der goldene Vogel .')	0
('45. Daumerlings Wanderschaft .', '58. Der Hund und der Sperling .')	0
('45. Daumerlings Wanderschaft .', '59. Der Frieder und das Catherlieschen .')	0
('45. Daumerlings Wanderschaft .', '62. Die Bienenkönigin .')	0
('45. Daumerlings Wanderschaft .', '64. Die goldene Gans .')	0
('45. Daumerlings Wanderschaft .', '68. De Gaudeif un sien Meester .')	0
('45. Daumerlings Wanderschaft .', '69. Jorinde und Joringel .')	0
('45. Daumerlings Wanderschaft .', '70. Die drei Glückskinder .')	0
('45. Daumerlings Wanderschaft .', '73. Der Wolf und der Fuchs .')	0
('45. Daumerlings Wanderschaft .', '77. Das kluge Grethel .')	0
('45. Daumerlings Wanderschaft .', '79. Die Wassernixe .')	0
('45. Daumerlings Wanderschaft .', '80. Von dem Tode des Hühnchens .')	0
('45. Daumerlings Wanderschaft .', '81. Bruder Lustig .')	0
('45. Daumerlings Wanderschaft .', '82. De Spielhansl .')	0
('45. Daumerlings Wanderschaft .', '83. Hans im Glück .')	0
('45. Daumerlings Wanderschaft .', '86. Der Fuchs und die Gänse .')	0
('46. Fitchers Vogel .', '48. Der alte Sultan .')	0
('46. Fitchers Vogel .', '49. Die sechs Schwäne .')	0
('46. Fitchers Vogel .', '50. Dornröschen .')	0
('46. Fitchers Vogel .', '51. Fundevogel .')	0
('46. Fitchers Vogel .', '53. Sneewittchen .')	0
('46. Fitchers Vogel .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('46. Fitchers Vogel .', '56. Der Liebste Roland .')	0
('46. Fitchers Vogel .', '60. Die zwei Brüder .')	0
('46. Fitchers Vogel .', '61. Das Bürle .')	0
('46. Fitchers Vogel .', '62. Die Bienenkönigin .')	0
('46. Fitchers Vogel .', '63. Die drei Federn .')	0
('46. Fitchers Vogel .', '65. Allerleirauh .')	0
('46. Fitchers Vogel .', '66. Häsichenbraut .')	0
('46. Fitchers Vogel .', '70. Die drei Glückskinder .')	0
('46. Fitchers Vogel .', '72. Der Wolf und der Mensch .')	0
('46. Fitchers Vogel .', '73. Der Wolf und der Fuchs .')	0
('46. Fitchers Vogel .', '74. Der Fuchs und die Frau Gevatterin .')	0
('46. Fitchers Vogel .', '75. Der Fuchs und die Katze .')	0
('46. Fitchers Vogel .', '76. Die Nelke .')	0
('46. Fitchers Vogel .', '77. Das kluge Grethel .')	0
('46. Fitchers Vogel .', '79. Die Wassernixe .')	0
('46. Fitchers Vogel .', '81. Bruder Lustig .')	0
